band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,record_id,species_scientific_name
B97995399989,B97995399989,"",B,08/19/2014,19,08,2014,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,1,5,P8988788,0,"","","","",,B,-53113445,Anas platyrhynchos
B97995399989,B97995399989,"",E,10/04/2014,04,10,2014,US,US-WI,44.08185,-88.71261,11,41,MALLARD,1320,"","","","","","",01,21,61,05,1.33,E,-8550045,Anas platyrhynchos
B97995404180,B97995404180,"",B,09/04/2013,04,09,2013,US,US-CT,41.50000,-73.50000,60,41,Mallard,1320,3,00,2,4,P7976786,0,"","","","",,B,-59067316,Anas platyrhynchos
B97995404180,B97995404180,"",E,10/08/2014,08,10,2014,US,US-WI,44.98006,-88.04677,11,41,MALLARD,1320,"","","","","","",01,21,61,05,1.33,E,-8574124,Anas platyrhynchos
B97995501869,B97995501869,"",B,08/14/2015,14,08,2015,US,US-MI,44.50000,-85.50000,60,41,Mallard,1320,3,00,2,5,P4924474,0,"","","","",,B,-52246981,Anas platyrhynchos
B97995501869,B97995501869,"",E,10/28/2017,28,10,2017,US,US-WI,44.94865,-87.77812,11,41,Mallard,1320,"","","","","","",01,21,07,05,2.33,E,-9857756,Anas platyrhynchos
B97995514905,B97995514905,"",B,07/23/2015,23,07,2015,US,US-MI,42.50000,-85.50000,60,41,Mallard,1320,3,00,2,4,P4924474,0,"","","","",,B,-52446558,Anas platyrhynchos
B97995514905,B97995514905,"",E,10/26/2015,26,10,2015,US,US-WI,43.47187,-88.65933,11,41,GREEN HEAD MALLARD,1320,"","","","","","",01,21,61,05,0.33,E,-9998095,Anas platyrhynchos
B97995598829,B97995598829,"",B,09/07/2015,07,09,2015,CA,CA-ON,47.50000,-79.50000,60,41,Mallard,1320,3,70,2,4,P8838868,0,"","","","",,B,-52218613,Anas platyrhynchos
B97995598829,B97995598829,"",E,11/19/2016,19,11,2016,US,US-WI,44.02573,-91.49799,0,41,Mallard,1320,"","","","","","",01,21,07,04,1.42,E,-9899941,Anas platyrhynchos
B97995610735,B97995610735,"",B,08/29/2017,29,08,2017,US,US-MI,42.50000,-83.50000,60,41,Mallard,1320,3,00,2,4,P4924474,0,"","","","",,B,-16256323,Anas platyrhynchos
B97995610735,B97995610735,"",E,10/03/2018,03,10,2018,US,US-WI,44.41163,-92.04906,11,41,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,-10939582,Anas platyrhynchos
B97995613703,B97995613703,"",B,09/30/2017,30,09,2017,US,US-MI,42.50000,-83.50000,60,41,Mallard,1320,3,00,1,4,P4924474,0,"","","","",,B,-16125393,Anas platyrhynchos
B97995613703,B97995613703,"",E,11/02/2019,02,11,2019,US,US-WI,43.54528,-88.38847,0,41,Mallard,1320,"","","","","","",01,21,07,04,3.42,E,503065,Anas platyrhynchos
B97995615705,B97995615705,"",B,09/23/2014,23,09,2014,US,US-MI,46.50000,-87.50000,60,41,Mallard,1320,3,00,1,4,P4924474,0,"","","","",,B,-46515535,Anas platyrhynchos
B97995615705,B97995615705,"",E,10/24/2014,24,10,2014,US,US-WI,44.30222,-87.56314,11,41,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,-8939313,Anas platyrhynchos
B97995617455,B97995617455,"",B,08/20/2013,20,08,2013,US,US-MI,43.50000,-83.50000,60,41,Mallard,1320,3,00,2,4,P4924474,0,"","","","",,B,-59047716,Anas platyrhynchos
B97995617455,B97995617455,"",E,10/04/2013,04,10,2013,US,US-WI,43.71895,-89.31984,11,41,MALLARD,1320,"","","","","","",01,21,61,05,0.33,E,-8591789,Anas platyrhynchos
B97995618661,B97995618661,"",B,08/07/2015,07,08,2015,US,US-MI,42.50000,-83.50000,60,41,Mallard,1320,3,00,1,5,P4924474,0,"","","","",,B,-52230411,Anas platyrhynchos
B97995618661,B97995618661,"",E,10/28/2017,28,10,2017,US,US-WI,44.97956,-87.65410,0,41,Mallard,1320,"","","","","","",01,21,07,04,3.33,E,-9862147,Anas platyrhynchos
B97995624659,B97995624659,"",B,03/13/2014,13,03,2014,US,US-PA,42.50000,-80.50000,60,41,Mallard,1320,3,00,6,4,P9985898,0,"","","","",,B,-46445843,Anas platyrhynchos
B97995624659,B97995624659,"",E,10/20/2018,20,10,2018,US,US-WI,43.03537,-89.31588,0,41,Mallard,1320,"","","","","","",01,21,07,05,6.33,E,-10933838,Anas platyrhynchos
B97995629862,B97995629862,"",B,02/18/2014,18,02,2014,US,US-PA,41.50000,-80.50000,60,41,Mallard,1320,3,00,5,4,P9985898,0,"","","","",,B,-53772687,Anas platyrhynchos
B97995629862,B97995629862,"",E,10/21/2014,21,10,2014,US,US-WI,43.93027,-88.78989,0,41,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,-8938068,Anas platyrhynchos
B97995638509,B97995638509,"",B,08/29/2013,29,08,2013,US,US-MI,42.50000,-85.50000,60,41,Mallard,1320,3,00,1,4,P4924474,0,"","","","",,B,-46649725,Anas platyrhynchos
B97995638509,B97995638509,"",E,94/99/2023,99,94,2023,US,US-WI,44.49084,-88.58363,0,41,Mallard,1320,"","","","","","",01,21,07,05,11.25,E,1112357,Anas platyrhynchos
B97995662336,B97995662336,"",B,08/15/2016,15,08,2016,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-17554490,Anas platyrhynchos
B97995662336,B97995662336,"",E,10/01/2016,01,10,2016,US,US-WI,43.67696,-88.90529,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9912906,Anas platyrhynchos
B97995662422,B97995662422,"",B,08/15/2016,15,08,2016,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-17554499,Anas platyrhynchos
B97995662422,B97995662422,"",E,08/18/2017,18,08,2017,US,US-WI,43.57444,-88.62722,0,41,Mallard,1320,3,00,1,4,P8988788,"",66,23,14,07,1.17,R,-31986051,Anas platyrhynchos
B97995662826,B97995662826,"",B,08/23/2016,23,08,2016,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-17552509,Anas platyrhynchos
B97995662826,B97995662826,"",E,09/24/2016,24,09,2016,US,US-WI,44.63886,-89.47426,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.25,E,-9925090,Anas platyrhynchos
B97995663149,B97995663149,"",B,08/23/2016,23,08,2016,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-17560489,Anas platyrhynchos
B97995663149,B97995663149,"",E,09/17/2022,17,09,2022,US,US-WI,44.90774,-91.77293,11,41,MALLARD,1320,"","","","","","",01,21,07,05,6.25,E,901283,Anas platyrhynchos
B97995663375,B97995663375,"",B,08/15/2016,15,08,2016,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-17560502,Anas platyrhynchos
B97995663375,B97995663375,"",E,10/17/2023,17,10,2023,US,US-WI,44.70258,-89.95209,0,41,HEN MALLARD,1320,"","","","","","",01,21,07,05,7.33,E,1127887,Anas platyrhynchos
B97995663779,B97995663779,"",B,08/23/2016,23,08,2016,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-17556471,Anas platyrhynchos
B97995663779,B97995663779,"",E,10/15/2017,15,10,2017,US,US-WI,44.27016,-89.36720,0,41,Mallard,1320,"","","","","","",01,21,07,04,1.33,E,-9868108,Anas platyrhynchos
B97995664187,B97995664187,"",B,08/27/2016,27,08,2016,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-17617607,Anas platyrhynchos
B97995664187,B97995664187,"",E,10/03/2016,03,10,2016,US,US-WI,43.69881,-88.88904,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9930670,Anas platyrhynchos
B97995664495,B97995664495,"",B,08/23/2016,23,08,2016,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-17619572,Anas platyrhynchos
B97995664495,B97995664495,"",E,10/16/2016,16,10,2016,US,US-WI,43.76064,-89.36226,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9930120,Anas platyrhynchos
B97995664506,B97995664506,"",B,08/23/2016,23,08,2016,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-17619583,Anas platyrhynchos
B97995664506,B97995664506,"",E,09/17/2016,17,09,2016,US,US-WI,43.92387,-88.83928,11,41,Unknown,1320,"","","","","","",01,21,07,05,0.25,E,-9928248,Anas platyrhynchos
B97995664979,B97995664979,"",B,08/27/2016,27,08,2016,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-17615635,Anas platyrhynchos
B97995664979,B97995664979,"",E,11/13/2016,13,11,2016,US,US-WI,44.31910,-90.80520,11,41,GREEN HEAD MALLARD,1320,"","","","","","",01,21,61,05,0.42,E,-12190847,Anas platyrhynchos
B97995665216,B97995665216,"",B,08/08/2017,08,08,2017,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,14,2,4,P9972302,0,"","","","",,B,-16263722,Anas platyrhynchos
B97995665216,B97995665216,"",E,10/08/2017,08,10,2017,US,US-WI,44.58833,-88.19041,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9869743,Anas platyrhynchos
B97995665225,B97995665225,"",B,08/08/2017,08,08,2017,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,14,2,4,P9972302,0,"","","","",,B,-16263723,Anas platyrhynchos
B97995665225,B97995665225,"",E,11/30/2017,30,11,2017,US,US-WI,43.02268,-91.14124,11,41,Drake  Mallard,1320,"","","","","","",01,21,07,05,0.42,E,-10963914,Anas platyrhynchos
B97995665867,B97995665867,"",B,08/11/2017,11,08,2017,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16262009,Anas platyrhynchos
B97995665867,B97995665867,"",E,05/05/2022,05,05,2022,US,US-WI,44.25343,-88.44131,0,41,GREENHEAD MALLARD,1320,"","","","","","",00,21,07,04,4.92,E,853403,Anas platyrhynchos
B97995671307,B97995671307,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16346836,Anas platyrhynchos
B97995671307,B97995671307,"",E,11/29/2021,29,11,2021,US,US-WI,43.68314,-88.84477,0,41,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,4.42,E,762425,Anas platyrhynchos
B97995671377,B97995671377,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16346833,Anas platyrhynchos
B97995671377,B97995671377,"",E,12/03/2017,03,12,2017,US,US-WI,43.62748,-89.77096,11,41,Mallard,1320,"","","","","","",01,21,07,04,0.50,E,-10962394,Anas platyrhynchos
B97995671451,B97995671451,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16346851,Anas platyrhynchos
B97995671451,B97995671451,"",E,09/30/2017,30,09,2017,US,US-WI,43.72032,-89.22039,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.25,E,-9871588,Anas platyrhynchos
B97995671537,B97995671537,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16348723,Anas platyrhynchos
B97995671537,B97995671537,"",E,09/30/2017,30,09,2017,US,US-WI,43.59871,-89.55585,0,41,drake Mallard,1320,"","","","","","",01,21,07,05,0.25,E,-9866869,Anas platyrhynchos
B97995671786,B97995671786,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16343036,Anas platyrhynchos
B97995671786,B97995671786,"",E,09/30/2017,30,09,2017,US,US-WI,43.79137,-89.31984,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.25,E,-9869998,Anas platyrhynchos
B97995671937,B97995671937,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16344943,Anas platyrhynchos
B97995671937,B97995671937,"",E,10/01/2017,01,10,2017,US,US-WI,43.89426,-89.12178,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9867189,Anas platyrhynchos
B97995673623,B97995673623,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-16348732,Anas platyrhynchos
B97995673623,B97995673623,"",E,10/03/2017,03,10,2017,US,US-WI,43.70916,-89.21023,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9868554,Anas platyrhynchos
B97995673777,B97995673777,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-16348737,Anas platyrhynchos
B97995673777,B97995673777,"",E,10/08/2017,08,10,2017,US,US-WI,45.25123,-89.78447,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9870089,Anas platyrhynchos
B97995673859,B97995673859,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-16350615,Anas platyrhynchos
B97995673859,B97995673859,"",E,09/30/2017,30,09,2017,US,US-WI,43.82210,-89.27742,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.25,E,-9871508,Anas platyrhynchos
B97995674177,B97995674177,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16343071,Anas platyrhynchos
B97995674177,B97995674177,"",E,09/30/2017,30,09,2017,US,US-WI,43.71387,-89.20956,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.25,E,-9868462,Anas platyrhynchos
B97995674184,B97995674184,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16343072,Anas platyrhynchos
B97995674184,B97995674184,"",E,11/23/2017,23,11,2017,US,US-WI,44.44188,-89.54401,11,41,Mallard,1320,"","","","","","",01,21,07,04,0.42,E,-10969641,Anas platyrhynchos
B97995674586,B97995674586,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16344994,Anas platyrhynchos
B97995674586,B97995674586,"",E,11/29/2017,29,11,2017,US,US-WI,43.59138,-88.60314,11,41,Mallard Dominant X American Black Duck Hybrid,1320,"","","","","","",01,21,07,05,0.42,E,-10964421,Anas platyrhynchos
B97995674656,B97995674656,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16354395,Anas platyrhynchos
B97995674656,B97995674656,"",E,10/06/2019,06,10,2019,US,US-WI,43.72906,-88.81792,0,41,Mallard,1320,"","","","","","",01,21,07,05,2.33,E,491193,Anas platyrhynchos
B97995674737,B97995674737,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16354403,Anas platyrhynchos
B97995674737,B97995674737,"",E,10/27/2017,27,10,2017,US,US-WI,43.71387,-89.20956,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9859736,Anas platyrhynchos
B97995674744,B97995674744,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16354404,Anas platyrhynchos
B97995674744,B97995674744,"",E,10/01/2017,01,10,2017,US,US-WI,43.53866,-90.46077,11,41,Mallard,1320,"","","","","","",01,21,07,04,0.33,E,-9867503,Anas platyrhynchos
B97995674954,B97995674954,"",B,09/06/2017,06,09,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16343059,Anas platyrhynchos
B97995674954,B97995674954,"",E,09/30/2017,30,09,2017,US,US-WI,43.71387,-89.20956,11,41,Drake mallard,1320,"","","","","","",01,21,07,05,0.25,E,-9871589,Anas platyrhynchos
B97995721067,B97995721067,"",B,08/31/2017,31,08,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16410107,Anas platyrhynchos
B97995721067,B97995721067,"",E,09/23/2017,23,09,2017,US,US-WI,44.53254,-88.02758,11,41,Mallard,1320,"","","","","","",01,21,07,03,0.25,E,-9876068,Anas platyrhynchos
B97995721377,B97995721377,"",B,08/31/2017,31,08,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16412036,Anas platyrhynchos
B97995721377,B97995721377,"",E,10/12/2018,12,10,2018,US,US-WI,46.16745,-91.40213,11,41,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,-10936873,Anas platyrhynchos
B97995721389,B97995721389,"",B,08/31/2017,31,08,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16412037,Anas platyrhynchos
B97995721389,B97995721389,"",E,09/30/2017,30,09,2017,US,US-WI,44.49293,-87.87853,0,41,Mallard,1320,"","","","","","",01,21,07,03,0.25,E,-9871278,Anas platyrhynchos
B97995721702,B97995721702,"",B,09/07/2017,07,09,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16408195,Anas platyrhynchos
B97995721702,B97995721702,"",E,10/01/2017,01,10,2017,US,US-WI,43.58617,-90.09242,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9871839,Anas platyrhynchos
B97995721937,B97995721937,"",B,08/31/2017,31,08,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16410104,Anas platyrhynchos
B97995721937,B97995721937,"",E,10/22/2017,22,10,2017,US,US-WI,43.63067,-88.60788,0,41,Drake Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9862277,Anas platyrhynchos
B97995721991,B97995721991,"",B,08/31/2017,31,08,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16410100,Anas platyrhynchos
B97995721991,B97995721991,"",E,09/30/2017,30,09,2017,US,US-WI,43.83628,-88.57509,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.25,E,-9871115,Anas platyrhynchos
B97995724749,B97995724749,"",B,09/07/2017,07,09,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16152881,Anas platyrhynchos
B97995724749,B97995724749,"",E,10/28/2017,28,10,2017,US,US-WI,44.07441,-87.98190,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9862195,Anas platyrhynchos
B97995724987,B97995724987,"",B,09/07/2017,07,09,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16154777,Anas platyrhynchos
B97995724987,B97995724987,"",E,10/01/2017,01,10,2017,US,US-WI,43.57215,-87.85037,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9870908,Anas platyrhynchos
B97995751867,B97995751867,"",B,08/10/2017,10,08,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16388159,Anas platyrhynchos
B97995751867,B97995751867,"",E,09/30/2017,30,09,2017,US,US-WI,44.41344,-87.87721,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.25,E,-9869019,Anas platyrhynchos
B97995751945,B97995751945,"",B,08/10/2017,10,08,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16388177,Anas platyrhynchos
B97995751945,B97995751945,"",E,10/15/2017,15,10,2017,US,US-WI,43.64331,-89.37401,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9868109,Anas platyrhynchos
B97995751995,B97995751995,"",B,08/10/2017,10,08,2017,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16388172,Anas platyrhynchos
B97995751995,B97995751995,"",E,10/26/2017,26,10,2017,US,US-WI,44.17360,-88.25983,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9858885,Anas platyrhynchos
B97995755139,B97995755139,"",B,07/08/2015,08,07,2015,US,US-WI,45.50000,-89.50000,60,41,Mallard,1320,3,00,4,4,P9972302,0,"","","","",,B,-52448131,Anas platyrhynchos
B97995755139,B97995755139,"",E,08/25/2015,25,08,2015,US,US-WI,44.75000,-89.91667,10,41,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.17,R,-32241217,Anas platyrhynchos
B97995755305,B97995755305,"",B,07/23/2014,23,07,2014,US,US-WI,45.50000,-89.50000,60,41,Mallard,1320,3,00,4,4,P9972302,0,"","","","",,B,-46510265,Anas platyrhynchos
B97995755305,B97995755305,"",E,11/15/2014,15,11,2014,US,US-WI,44.25532,-89.60082,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.42,E,-8563419,Anas platyrhynchos
B97995755705,B97995755705,"",B,07/09/2015,09,07,2015,US,US-WI,45.50000,-89.50000,60,41,Mallard,1320,3,00,4,4,P9972302,0,"","","","",,B,-46516240,Anas platyrhynchos
B97995755705,B97995755705,"",E,07/29/2015,29,07,2015,US,US-WI,45.92358,-89.65908,11,41,Mallard,1320,"","","","","","",14,22,07,03,0.08,E,-8923888,Anas platyrhynchos
B97995755775,B97995755775,"",B,07/09/2015,09,07,2015,US,US-WI,45.50000,-89.50000,60,41,Mallard,1320,3,00,4,4,P9972302,0,"","","","",,B,-52448105,Anas platyrhynchos
B97995755775,B97995755775,"",E,08/28/2016,28,08,2016,US,US-WI,45.91897,-89.63811,11,41,UNKNOWN,1320,"","","","","","",98,21,61,02,,E,-9925161,Anas platyrhynchos
B97995756097,B97995756097,"",B,07/11/2017,11,07,2017,US,US-WI,45.50000,-89.50000,60,41,Mallard,1320,3,00,4,5,P9972302,0,"","","","",,B,-16517313,Anas platyrhynchos
B97995756097,B97995756097,"",E,09/06/2017,06,09,2017,US,US-WI,43.75000,-89.25000,10,41,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,0.25,R,-31900917,Anas platyrhynchos
B97995756259,B97995756259,"",B,07/10/2017,10,07,2017,US,US-WI,45.50000,-89.50000,60,41,Mallard,1320,3,00,4,5,P9972302,0,"","","","",,B,-16517339,Anas platyrhynchos
B97995756259,B97995756259,"",E,10/08/2017,08,10,2017,US,US-WI,45.87134,-89.71098,11,41,Hen mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9865704,Anas platyrhynchos
B97995756506,B97995756506,"",B,07/06/2017,06,07,2017,US,US-WI,45.50000,-89.50000,60,41,Mallard,1320,3,00,4,5,P9972302,0,"","","","",,B,-16517364,Anas platyrhynchos
B97995756506,B97995756506,"",E,09/25/2017,25,09,2017,US,US-WI,45.94335,-89.49697,0,41,Mallard,1320,"","","","","","",52,21,07,13,0.25,E,-9869656,Anas platyrhynchos
B97995756959,B97995756959,"",B,07/11/2017,11,07,2017,US,US-WI,45.50000,-89.50000,60,41,Mallard,1320,3,00,4,5,P9972302,0,"","","","",,B,-16517309,Anas platyrhynchos
B97995756959,B97995756959,"",E,10/11/2017,11,10,2017,US,US-WI,45.92826,-89.28263,11,41,Mallard,1320,"","","","","","",01,21,07,04,0.33,E,-9865416,Anas platyrhynchos
B97995787059,B97995787059,"",B,08/26/2014,26,08,2014,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-53141285,Anas platyrhynchos
B97995787059,B97995787059,"",E,08/04/2015,04,08,2015,US,US-WI,45.25000,-92.41667,10,41,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,1.17,R,-32241235,Anas platyrhynchos
B97995787469,B97995787469,"",B,08/20/2014,20,08,2014,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-53143366,Anas platyrhynchos
B97995787469,B97995787469,"",E,08/04/2015,04,08,2015,US,US-WI,45.25000,-92.41667,10,41,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,1.17,R,-32241234,Anas platyrhynchos
B97995787549,B97995787549,"",B,09/05/2013,05,09,2013,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-58884568,Anas platyrhynchos
B97995787549,B97995787549,"",E,11/05/2016,05,11,2016,US,US-WI,44.23052,-91.86433,11,41,MALLARD,1320,"","","","","","",01,21,61,05,3.42,E,-9887578,Anas platyrhynchos
B97995787788,B97995787788,"",B,08/04/2015,04,08,2015,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-52426375,Anas platyrhynchos
B97995787788,B97995787788,"",E,09/24/2017,24,09,2017,US,US-WI,45.35124,-92.51381,11,41,Unknown,1320,"","","","","","",01,21,07,04,2.25,E,-9874933,Anas platyrhynchos
B97995787998,B97995787998,"",B,07/29/2015,29,07,2015,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-46516206,Anas platyrhynchos
B97995787998,B97995787998,"",E,11/26/2015,26,11,2015,US,US-WI,44.40525,-92.00555,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.42,E,-9966711,Anas platyrhynchos
B97995791149,B97995791149,"",B,08/18/2017,18,08,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16348810,Anas platyrhynchos
B97995791149,B97995791149,"",E,10/14/2017,14,10,2017,US,US-WI,43.72498,-89.25428,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9858683,Anas platyrhynchos
B97995791179,B97995791179,"",B,08/18/2017,18,08,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16348803,Anas platyrhynchos
B97995791179,B97995791179,"",E,10/01/2017,01,10,2017,US,US-WI,43.70933,-89.18893,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9864651,Anas platyrhynchos
B97995791219,B97995791219,"",B,08/18/2017,18,08,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16348817,Anas platyrhynchos
B97995791219,B97995791219,"",E,10/01/2017,01,10,2017,US,US-WI,43.71387,-89.20956,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-12184378,Anas platyrhynchos
B97995791627,B97995791627,"",B,08/18/2017,18,08,2017,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16346894,Anas platyrhynchos
B97995791627,B97995791627,"",E,10/01/2017,01,10,2017,US,US-WI,43.92943,-88.80178,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-9867540,Anas platyrhynchos
